event_title,organisation,date,location,match_nr,fighter1_name,fighter2_name,fighter1_result,fighter2_result,win_method,win_details,round,time
Bellator 253 - Caldwell vs. McKee,Bellator MMA,"Nov 19, 2020","Mohegan Sun Arena, Uncasville, Connecticut, United States",6,Raufeon Stots,Keith Lee,win,loss,Decision,Unanimous,3,05:00
Bellator 252 - Pitbull vs. Carvalho,Bellator MMA,"Nov 12, 2020","Mohegan Sun Arena, Uncasville, Connecticut, United States",9,Yaroslav Amosov,Logan Storley,win,loss,Decision,Split,3,05:00
Bellator 252 - Pitbull vs. Carvalho,Bellator MMA,"Nov 12, 2020","Mohegan Sun Arena, Uncasville, Connecticut, United States",3,Lucas Brennan,Andrew Salas,win,loss,Decision,Unanimous,3,05:00
Bellator 250 - Mousasi vs. Lima,Bellator MMA,"Oct 29, 2020","Mohegan Sun Arena, Uncasville, Connecticut, United States",8,Gegard Mousasi,Douglas Lima,win,loss,Decision,Unanimous,5,5:00
Bellator 250 - Mousasi vs. Lima,Bellator MMA,"Oct 29, 2020","Mohegan Sun Arena, Uncasville, Connecticut, United States",6,Dalton Rosta,Ty Gwerder,win,loss,Decision,Unanimous,3,05:00
Bellator 250 - Mousasi vs. Lima,Bellator MMA,"Oct 29, 2020","Mohegan Sun Arena, Uncasville, Connecticut, United States",3,Johnny Eblen,Taylor Johnson,win,loss,Decision,Unanimous,3,05:00
Bellator 249 - Cyborg vs. Blencowe,Bellator MMA,"Oct 15, 2020","Mohegan Sun Arena, Uncasville, Connecticut, United States",10,Cristiane Justino,Arlene Blencowe,win,loss,Submission,Rear-Naked Choke,2,2:36
Bellator 248 - Kongo vs. Johnson 2,Bellator MMA,"Oct 10, 2020","Accor Arena, Paris, France",4,Michael Page,Ross Houston,win,loss,Decision,Unanimous,3,05:00
Bellator 246 - Archuleta vs. Mix,Bellator MMA,"Sep 12, 2020","Mohegan Sun Arena, Uncasville, Connecticut, United States",7,Juan Archuleta,Patrick Mix,win,loss,Decision,Unanimous,5,5:00
Bellator 244 - Bader vs. Nemkov,Bellator MMA,"Aug 21, 2020","Mohegan Sun Arena, Uncasville, Connecticut, United States",11,Vadim Nemkov,Ryan Bader,win,loss,TKO,Head Kick and Punches,2,3:02
Bellator 244 - Bader vs. Nemkov,Bellator MMA,"Aug 21, 2020","Mohegan Sun Arena, Uncasville, Connecticut, United States",7,Yaroslav Amosov,Mark Lemminger,win,loss,TKO,Doctor Stoppage,1,05:00
Bellator 244 - Bader vs. Nemkov,Bellator MMA,"Aug 21, 2020","Mohegan Sun Arena, Uncasville, Connecticut, United States",1,Lucas Brennan,Will Smith,win,loss,TKO,Punches,2,04:14
Bellator 243 - Chandler vs. Henderson 2,Bellator MMA,"Aug 7, 2020","Mohegan Sun Arena, Uncasville, Connecticut, United States",1,Dalton Rosta,Mark Gardner,win,loss,TKO,Doctor Stoppage,1,05:00
Bellator 242 - Bandejas vs. Pettis,Bellator MMA,"Jul 24, 2020","Mohegan Sun Arena, Uncasville, Connecticut, United States",2,Raufeon Stots,Cass Bell,win,loss,Submission,Rear-Naked Choke,3,01:24
Bellator 239 - Ruth vs. Amosov,Bellator MMA,"Feb 21, 2020","WinStar World Casino, Thackerville, Oklahoma, United States",16,Yaroslav Amosov,Ed Ruth,win,loss,Decision,Unanimous,3,5:00
Bellator 238 - Budd vs. Cyborg,Bellator MMA,"Jan 25, 2020","The Forum, Inglewood, California, United States",15,Cristiane Justino,Julia Budd,win,loss,TKO,Punches,4,1:14
Bellator 238 - Budd vs. Cyborg,Bellator MMA,"Jan 25, 2020","The Forum, Inglewood, California, United States",13,Juan Archuleta,Henry Corrales,win,loss,Decision,Unanimous,3,05:00
Bellator 237 - Fedor vs. Rampage,Bellator MMA,"Dec 29, 2019","Saitama Super Arena, Saitama, Japan, Japan",6,Fedor Emelianenko,Quinton Jackson,win,loss,TKO,Punches,1,02:44
Bellator 237 - Fedor vs. Rampage,Bellator MMA,"Dec 29, 2019","Saitama Super Arena, Saitama, Japan, Japan",4,Michael Page,Shinsho Anzai,win,loss,KO,Punch,2,00:23
Bellator 236 - Macfarlane vs. Jackson,Bellator MMA,"Dec 21, 2019","Neal S. Blaisdell Center, Honolulu, Hawaii, United States",11,A.J. McKee,Derek Campos,win,loss,Submission,Armbar,3,01:08
Bellator 236 - Macfarlane vs. Jackson,Bellator MMA,"Dec 21, 2019","Neal S. Blaisdell Center, Honolulu, Hawaii, United States",8,Raufeon Stots,Cheyden Leialoha,win,loss,Decision,Unanimous,3,05:00
Bellator London - MVP vs. Melillo,Bellator MMA,"Nov 23, 2019","The SSE Arena, Wembley, London, England",18,Michael Page,Giovanni Melillo,win,loss,KO,Punch,1,1:47
Bellator 233 - Salter vs. van Steenis,Bellator MMA,"Nov 8, 2019","WinStar World Casino, Thackerville, Oklahoma, United States",9,Lucas Brennan,Jacob Landin,win,loss,Submission,Forearm Choke,1,03:36
Bellator 232 - MacDonald vs. Lima 2,Bellator MMA,"Oct 26, 2019","Mohegan Sun Arena, Uncasville, Conn., United States",9,Patrick Mix,Isaiah Chapman,win,loss,Submission,Kneebar,1,03:49
Bellator 232 - MacDonald vs. Lima 2,Bellator MMA,"Oct 26, 2019","Mohegan Sun Arena, Uncasville, Conn., United States",5,Lance Gibson Jr.,Dominic Jones,win,loss,KO,Elbows and Punches,1,01:58
Bellator 232 - MacDonald vs. Lima 2,Bellator MMA,"Oct 26, 2019","Mohegan Sun Arena, Uncasville, Conn., United States",3,Johnny Lopez,Dan Cormier,win,loss,Decision,Unanimous,3,05:00
Bellator 231 - Mir vs. Nelson 2,Bellator MMA,"Oct 25, 2019","Mohegan Sun Arena, Uncasville, Connecticut, United States",4,Dalton Rosta,Claude Wilcox,win,loss,TKO,Punches,2,04:23
Bellator 230 - Carvalho vs. Nemkov,Bellator MMA,"Oct 12, 2019","Allianz Cloud, Milan, Italy",9,Vadim Nemkov,Rafael Carvalho,win,loss,Submission,Rear-Naked Choke,2,3:56
Bellator 229 - Koreshkov vs. Larkin,Bellator MMA,"Oct 4, 2019","Pechanga Resort & Casino, Temecula, California, United States",5,Johnny Eblen,Mauricio Alonso,win,loss,Decision,Unanimous,3,05:00
Bellator 229 - Koreshkov vs. Larkin,Bellator MMA,"Oct 4, 2019","Pechanga Resort & Casino, Temecula, California, United States",2,Anatoly Tokov,Hracho Darpinyan,win,loss,TKO,Elbows,2,04:38
Bellator 228 - Pitbull vs. Archuleta,Bellator MMA,"Sep 28, 2019","The Forum, Inglewood, California, United States",17,Gegard Mousasi,Lyoto Machida,win,loss,Decision,Split,3,5:00
Bellator 228 - Pitbull vs. Archuleta,Bellator MMA,"Sep 28, 2019","The Forum, Inglewood, California, United States",16,Patricio Freire,Juan Archuleta,win,loss,Decision,Unanimous,5,05:00
Bellator 228 - Pitbull vs. Archuleta,Bellator MMA,"Sep 28, 2019","The Forum, Inglewood, California, United States",15,A.J. McKee,Georgi Karakhanyan,win,loss,KO,Punches,1,00:08
Bellator 227 - Gallagher vs. Salazar,Bellator MMA,"Sep 27, 2019","3Arena, Dublin, Ireland",15,Michael Page,Richard Kiely,win,loss,KO,Flying Knee,1,02:42
Bellator 225 - Mitrione vs. Kharitonov 2,Bellator MMA,"Aug 24, 2019","Webster Bank Arena, Bridgeport, Connecticut, United States",13,Vitaly Minakov,Timothy Johnson,win,loss,KO,Punches,1,01:45
Bellator 225 - Mitrione vs. Kharitonov 2,Bellator MMA,"Aug 24, 2019","Webster Bank Arena, Bridgeport, Connecticut, United States",11,Yaroslav Amosov,David Rickels,win,loss,Submission,Brabo Choke,2,04:05
Bellator 224 - Budd vs. Rubin,Bellator MMA,"Jul 12, 2019","WinStar World Casino, Thackerville, Oklahoma, United States",12,Lucas Brennan,Thomas Lopez,win,loss,Submission,Rear-Naked Choke,1,03:02
Bellator 223 - Mousasi vs. Lovato Jr.,Bellator MMA,"Jun 22, 2019","SSE Arena, London, England",19,Rafael Lovato Jr.,Gegard Mousasi,win,loss,Decision,Majority,5,5:00
Bellator 222 - MacDonald vs. Gracie,Bellator MMA,"Jun 14, 2019","Madison Square Garden, New York City, New York, United States",15,Patrick Mix,Ricky Bandejas,win,loss,Submission,Rear-Naked Choke,1,01:06
Bellator 222 - MacDonald vs. Gracie,Bellator MMA,"Jun 14, 2019","Madison Square Garden, New York City, New York, United States",14,Juan Archuleta,Eduardo Dantas,win,loss,KO,Punch,2,04:59
Bellator 222 - MacDonald vs. Gracie,Bellator MMA,"Jun 14, 2019","Madison Square Garden, New York City, New York, United States",13,Kyoji Horiguchi,Darrion Caldwell,win,loss,Decision,Unanimous,5,05:00
Bellator 221 - Chandler vs. Pitbull,Bellator MMA,"May 11, 2019","Allstate Arena, Rosemont, Illinois, United States",13,Douglas Lima,Michael Page,win,loss,KO,Punches,2,00:35
Bellator 221 - Chandler vs. Pitbull,Bellator MMA,"May 11, 2019","Allstate Arena, Rosemont, Illinois, United States",12,A.J. McKee,Pat Curran,win,loss,Decision,Unanimous,3,05:00
Bellator 219 - Awad vs. Girtz,Bellator MMA,"Mar 29, 2019","Pechanga Resort & Casino, Temecula, California, United States",1,Dalton Rosta,Cody Vidal,win,loss,TKO,Knee Injury,1,01:06
Bellator 218 - Sanchez vs. Karakhanyan,Bellator MMA,"Mar 22, 2019","WinStar World Casino, Thackerville, Oklahoma, United States",11,Anatoly Tokov,Gerald Harris,win,loss,Submission,Guillotine Choke,2,00:37
Bellator 218 - Sanchez vs. Karakhanyan,Bellator MMA,"Mar 22, 2019","WinStar World Casino, Thackerville, Oklahoma, United States",5,Johnny Eblen,Chauncey Foxworth,win,loss,Decision,Unanimous,3,05:00
Bellator 216 - MVP vs. Daley,Bellator MMA,"Feb 16, 2019","Mohegan Sun Arena, Uncasville, Connecticut, United States",12,Michael Page,Paul Daley,win,loss,Decision,Unanimous,5,5:00
Bellator 216 - MVP vs. Daley,Bellator MMA,"Feb 16, 2019","Mohegan Sun Arena, Uncasville, Connecticut, United States",10,Cheick Kongo,Vitaly Minakov,win,loss,Decision,Unanimous,3,05:00
Bellator 216 - MVP vs. Daley,Bellator MMA,"Feb 16, 2019","Mohegan Sun Arena, Uncasville, Connecticut, United States",9,Yaroslav Amosov,Erick Silva,win,loss,Decision,Unanimous,3,05:00
Bellator 214 - Fedor vs. Bader,Bellator MMA,"Jan 26, 2019","The Forum, Inglewood, California, United States",15,Ryan Bader,Fedor Emelianenko,win,loss,TKO,Punches,1,0:35
Bellator 214 - Fedor vs. Bader,Bellator MMA,"Jan 26, 2019","The Forum, Inglewood, California, United States",12,Juan Archuleta,Ricky Bandejas,win,loss,Decision,Unanimous,3,05:00
Bellator 212 - Primus vs. Chandler 2,Bellator MMA,"Dec 14, 2018","Neil S. Blaisdell Center, Honolulu, Hawaii, United States",6,A.J. McKee,Daniel Crawford,win,loss,Submission,Anaconda Choke,1,03:19
Bellator 210 - Njokuani vs. Salter,Bellator MMA,"Nov 30, 2018","WinStar World Casino and Resort, Thackerville, Oklahoma, United States",11,Juan Archuleta,Jeremy Spoon,win,loss,Decision,Unanimous,3,05:00
Bellator 209 - Pitbull vs. Sanchez,Bellator MMA,"Nov 15, 2018","Menora Mivtachim Arena, Tel Aviv, Israel",14,Vadim Nemkov,Phil Davis,win,loss,Decision,Split,3,05:00
Bellator 208 - Fedor vs. Sonnen,Bellator MMA,"Oct 13, 2018","Nassau Veterans Memorial Coliseum at NYCB Live, Uniondale, New York, United States",13,Fedor Emelianenko,Chael Sonnen,win,loss,TKO,Punches,1,4:46
Bellator 208 - Fedor vs. Sonnen,Bellator MMA,"Oct 13, 2018","Nassau Veterans Memorial Coliseum at NYCB Live, Uniondale, New York, United States",10,Anatoly Tokov,Alexander Shlemenko,win,loss,Decision,Unanimous,3,05:00
Bellator 206 - Mousasi vs. MacDonald,Bellator MMA,"Sep 29, 2018","SAP Center, San Jose, California, United States",16,Gegard Mousasi,Rory MacDonald,win,loss,TKO,Elbows and Punches,2,3:23
Bellator 205 - McKee vs. Macapa,Bellator MMA,"Sep 21, 2018","CenturyLink Arena, Boise, Idaho, United States",14,A.J. McKee,John Teixeira,win,loss,KO,Punch,1,1:09
Bellator 205 - McKee vs. Macapa,Bellator MMA,"Sep 21, 2018","CenturyLink Arena, Boise, Idaho, United States",13,Rafael Lovato Jr.,John Salter,win,loss,Submission,Rear-Naked Choke,3,04:27
Bellator 202 - Budd vs. Nogueira,Bellator MMA,"Jul 13, 2018","Winstar World Casino and Resort, Thackerville, Oklahoma, United States",4,Yaroslav Amosov,Gerald Harris,win,loss,Decision,Unanimous,3,05:00
Bellator 201 - Macfarlane vs. Lara,Bellator MMA,"Jun 29, 2018","Pechanga Resort and Casino, Temecula, California, United States",9,Juan Archuleta,Robbie Peralta,win,loss,KO,Punches,3,00:14
Bellator 200 - Carvalho vs. Mousasi,Bellator MMA,"May 25, 2018","SSE Arena, London, England, England",15,Gegard Mousasi,Rafael Carvalho,win,loss,TKO,Punches,1,3:35
Bellator 200 - Carvalho vs. Mousasi,Bellator MMA,"May 25, 2018","SSE Arena, London, England, England",14,Michael Page,David Rickels,win,loss,TKO,Retirement,2,00:43
Bellator 200 - Carvalho vs. Mousasi,Bellator MMA,"May 25, 2018","SSE Arena, London, England, England",7,Amir Albazi,Iurie Bejenari,win,loss,Submission,Rear-Naked Choke,1,03:21
Bellator 200 - Carvalho vs. Mousasi,Bellator MMA,"May 25, 2018","SSE Arena, London, England, England",3,Anatoly Tokov,Vladimir Filipovic,win,loss,Technical Submission,Guillotine Choke,1,00:56
Bellator 198 - Fedor vs. Mir,Bellator MMA,"Apr 28, 2018","Allstate Arena, Rosemont, Illinois, United States",14,Fedor Emelianenko,Frank Mir,win,loss,KO,Punches,1,0:48
Bellator 198 - Fedor vs. Mir,Bellator MMA,"Apr 28, 2018","Allstate Arena, Rosemont, Illinois, United States",12,Rafael Lovato Jr.,Gerald Harris,win,loss,Submission,Armbar,1,01:11
Bellator 197 - Chandler vs. Girtz,Bellator MMA,"Apr 13, 2018","Family Arena, St. Charles, Missouri, United States",11,A.J. McKee,Justin Lawrence,win,loss,Decision,Unanimous,3,05:00
Bellator 195 - Caldwell vs. Higo,Bellator MMA,"Mar 2, 2018","WinStar World Casino and Resort, Thackerville, Oklahoma, United States",8,Juan Archuleta,William Joplin,win,loss,Decision,Unanimous,3,05:00
Bellator 194 - Nelson vs. Mitrione,Bellator MMA,"Feb 16, 2018","Mohegan Sun Arena, Uncasville, Connecticut, United States",9,Vadim Nemkov,Liam McGeary,win,loss,TKO,Leg Kicks,3,04:02
Bellator 189 - Budd vs. Blencowe 2,Bellator MMA,"Dec 1, 2017","WinStar World Casino and Resort, Thackerville, Oklahoma, United States",12,Rafael Lovato Jr.,Chris Honeycutt,win,loss,Decision,Unanimous,3,05:00
Bellator 187 - McKee vs. Moore,Bellator MMA,"Nov 10, 2017","3Arena, Dublin, Ireland",5,A.J. McKee,Brian Moore,win,loss,Technical Submission,Rear-Naked Choke,3,0:42
Bellator 185 - Mousasi vs. Shlemenko,Bellator MMA,"Oct 20, 2017","Mohegan Sun Arena, Uncasville, Connecticut, United States",14,Gegard Mousasi,Alexander Shlemenko,win,loss,Decision,Unanimous,3,5:00
Bellator 182 - Koreshkov vs. Njokuani,Bellator MMA,"Aug 25, 2017","Turning Stone Casino, Verona, New York, United States",10,A.J. McKee,Blair Tugman,win,loss,Decision,Unanimous,3,05:00
Bellator 182 - Koreshkov vs. Njokuani,Bellator MMA,"Aug 25, 2017","Turning Stone Casino, Verona, New York, United States",7,Vadim Nemkov,Philipe Lins,win,loss,KO,Punches,1,03:03
Bellator 181 - Campos vs. Girtz 3,Bellator MMA,"Jul 14, 2017","Winstar Casino, Thackerville, Oklahoma, United States",6,Rafael Lovato Jr.,Mike Rhodes,win,loss,Submission,Rear-Naked Choke,1,01:59
Bellator 180 - Sonnen vs. Silva,Bellator MMA,"Jun 24, 2017","Madison Square Garden, New York, New York, United States",12,Matt Mitrione,Fedor Emelianenko,win,loss,TKO,Punches,1,01:14
Bellator 179 - Daley vs. MacDonald,Bellator MMA,"May 19, 2017","Wembley Arena, London, Greater London, England",7,Amir Albazi,Jamie Powell,win,loss,Decision,Unanimous,3,05:00
Bellator 178 - Straus vs. Pitbull 4,Bellator MMA,"Apr 21, 2017","Mohegan Sun Arena, Uncasville, Connecticut, United States",8,A.J. McKee,Dominic Mazzotta,win,loss,KO,Head Kick,1,01:15
Bellator 174 - Coenen vs. Budd,Bellator MMA,"Mar 3, 2017","Winstar Casino, Thackerville, Oklahoma, United States",6,Rafael Lovato Jr.,Charles Hackmann,win,loss,TKO,"Kick, Knees and Punches",1,00:13
Bellator 172 - Thomson vs. Pitbull,Bellator MMA,"Feb 18, 2017","SAP Center, San Jose, California, United States",9,Anatoly Tokov,Francisco France,win,loss,TKO,Punches,2,02:24
Bellator 171 - Guillard vs. Njokuani,Bellator MMA,"Jan 27, 2017","Kansas Star Arena, Mulvane, Kansas, United States",6,A.J. McKee,Brandon Phillips,win,loss,Decision,Unanimous,3,05:00
Bellator 166 - Dantas vs. Warren 2,Bellator MMA,"Dec 2, 2016","Winstar World Casino and Resort, Thackerville, Oklahoma, United States",7,A.J. McKee,Ray Wood,win,loss,Decision,Unanimous,3,05:00
Bellator 165 - Chandler vs. Henderson,Bellator MMA,"Nov 19, 2016","SAP Center, San Jose, California, United States",11,Michael Page,Fernando Gonzalez,win,loss,Decision,Split,3,05:00
Bellator 162 - Shlemenko vs. Grove,Bellator MMA,"Oct 21, 2016","FedEx Forum, Memphis, Tennessee, United States",9,Bobby Lashley,Josh Appelt,win,loss,Submission,Rear-Naked Choke,2,01:30
Bellator 160 - Henderson vs. Pitbull,Bellator MMA,"Aug 26, 2016","Honda Center, Los Angeles, California, United States",7,A.J. McKee,Cody Walker,win,loss,Submission,Guillotine Choke,2,00:32
Bellator 158 - Daley vs. Lima,Bellator MMA,"Jul 16, 2016","O2 Arena, London, England",10,Michael Page,Evangelista Santos,win,loss,KO,Flying Knee,2,04:31
Bellator 153 - Koreshkov vs. Henderson,Bellator MMA,"Apr 22, 2016","Mohegan Sun Arena, Uncasville, Connecticut, United States",5,Michael Page,Jeremie Holloway,win,loss,Submission,Achilles Lock,1,02:15
Bellator 152 - Freire vs. Souza,Bellator MMA,"Apr 16, 2016","Pala Alpitour, Torino, Italy, Italy",3,A.J. McKee,Danilo Belluardo,win,loss,TKO,Punches,1,02:44
Bellator 149 - Shamrock vs. Gracie,Bellator MMA,"Feb 19, 2016","Toyota Center, Houston, Texas, United States",13,Royce Gracie,Ken Shamrock,win,loss,TKO,Knee and Punches,1,02:22
Bellator 147 - Thomson vs. Villaseca,Bellator MMA,"Dec 4, 2015","San Jose State University Event Center, San Jose, California, United States",2,A.J. McKee,J.T. Donaldson,win,loss,KO,Knee,1,03:19
Bellator 145 - Vengeance,Bellator MMA,"Nov 6, 2015","Scottrade Center, St. Louis, Missouri, United States",10,Bobby Lashley,James Thompson,win,loss,TKO,Punches,1,00:54
Bellator 144 - Halsey vs. Carvalho,Bellator MMA,"Oct 23, 2015","Mohegan Sun Arena, Uncasville, Connecticut, United States",8,Michael Page,Charlie Ontiveros,win,loss,TKO,Elbows,1,03:20
Bellator 141 - Guillard vs. Girtz,Bellator MMA,"Aug 28, 2015","Pechanga Resort and Casino, Temecula, California, United States",8,A.J. McKee,James Barnes,win,loss,KO,Punch,1,01:42
Bellator 140 - Lima vs. Koreshkov,Bellator MMA,"Jul 17, 2015","Mohegan Sun Arena, Uncasville, Connecticut, United States",8,Michael Page,Rudy Bears,win,loss,KO,Punch,1,01:05
Bellator 138 - Unfinished Business,Bellator MMA,"Jun 19, 2015","Scottrade Center, St. Louis, Missouri, United States",9,Bobby Lashley,Dan Charles,win,loss,TKO,Punches,2,04:14
Bellator 136 - Brooks vs. Jansen,Bellator MMA,"Apr 10, 2015","Bren Events Center, Irvine, California, United States",8,A.J. McKee,Marcos Bonilla,win,loss,Submission,Rear-Naked Choke,1,02:08
Bellator MMA - Bellator 130,Bellator MMA,"Oct 24, 2014","Kansas Star Arena, Mulvane, Kansas, United States",10,Bobby Lashley,Karl Etherington,win,loss,TKO,Submission to Punches,1,01:31
Bellator MMA - Bellator 128,Bellator MMA,"Oct 10, 2014","WinStar World Casino, Thackerville, Oklahoma, United States",9,Michael Page,Nah-Shon Burrell,win,loss,Decision,Unanimous,3,05:00
Bellator MMA - Bellator 120,Bellator MMA,"May 17, 2014","Landers Center, Southaven, Mississippi, United States",10,Michael Page,Ricky Rainey,win,loss,TKO,Punch,1,04:29
Bellator MMA - Bellator 115,Bellator MMA,"Apr 4, 2014","Reno Events Center, Reno, Nevada, United States",9,Vitaly Minakov,Cheick Kongo,win,loss,Decision,Unanimous,5,5:00
Bellator MMA - Bellator 112,Bellator MMA,"Mar 14, 2014","The Venue at Horseshoe Casino, Hammond, Indiana, United States",5,Belal Muhammad,A.J. Matthews,win,loss,Decision,Unanimous,3,05:00
Bellator MMA - Bellator 108,Bellator MMA,"Nov 15, 2013","Revel Atlantic City, Atlantic City, New Jersey, United States",11,Vitaly Minakov,Alexander Volkov,win,loss,TKO,Punches,1,02:57
Bellator MMA - Bellator 97,Bellator MMA,"Jul 31, 2013","Santa Ana Star Center, Rio Rancho, New Mexico, United States",8,Ben Askren,Andrey Koreshkov,win,loss,TKO,Punches,4,02:58
Bellator MMA - Bellator 97,Bellator MMA,"Jul 31, 2013","Santa Ana Star Center, Rio Rancho, New Mexico, United States",6,Vitaly Minakov,Ryan Martinez,win,loss,TKO,Punches,3,04:02
Bellator MMA - Bellator 96,Bellator MMA,"Jun 19, 2013","WinStar World Casino, Thackerville, Oklahoma, United States",8,Vitaly Minakov,Ron Sparks,win,loss,KO,Punches,1,00:32
Bellator MMA - Bellator 93,Bellator MMA,"Mar 21, 2013","Androscoggin Bank Colisee, Lewiston, Maine, United States",6,Michael Page,Ryan Sanders,win,loss,KO,Punch,1,00:10
Bellator MMA - Bellator 86,Bellator MMA,"Jan 24, 2013","WinStar World Casino, Thackerville, Oklahoma, United States",9,Ben Askren,Karl Amoussou,win,loss,TKO,Doctor Stoppage,3,05:00
BFC - Bellator Fighting Championships 84,Bellator MMA,"Dec 14, 2012","The Venue at Horseshoe Casino, Hammond, Indiana, United States",10,Belal Muhammad,Quinton McCottrell,win,loss,Decision,Unanimous,3,5:00
BFC - Bellator Fighting Championships 79,Bellator MMA,"Nov 2, 2012","Casino Rama, Rama, Ontario, Canada",2,Vitaly Minakov,Vladimir Starcencov,win,loss,TKO,Punches,2,00:27
BFC - Bellator Fighting Championships 76,Bellator MMA,"Oct 12, 2012","Caesars Windsor Hotel and Casino, Windsor, Ontario, Canada",9,Rad Martinez,Nazareno Malegarie,win,loss,Decision,Unanimous,3,05:00
BFC - Bellator Fighting Championships 69,Bellator MMA,"May 18, 2012","L\'Auberge du Lac Casino and Resort, Lake Charles, Louisiana, United States",6,Jessica Aguilar,Megumi Fujii,win,loss,Decision,Unanimous,3,05:00
BFC - Bellator Fighting Championships 66,Bellator MMA,"Apr 20, 2012","I-X Center, Cleveland, Ohio, United States",9,Eddie Alvarez,Shinya Aoki,win,loss,TKO,Punches,1,02:14
BFC - Bellator Fighting Championships 64,Bellator MMA,"Apr 6, 2012","Caesars, Windsor, Ontario, Canada",8,Ben Askren,Douglas Lima,win,loss,Decision,Unanimous,5,05:00
BFC - Bellator Fighting Championships 56,Bellator MMA,"Oct 29, 2011","Memorial Hall, Kansas City, Kansas, United States",10,Ben Askren,Jay Hieron,win,loss,Decision,Split,5,5:00
BFC - Bellator Fighting Championships 47,Bellator MMA,"Jul 23, 2011","Casino Rama, Rama, Ontario, Canada",6,Marlon Sandro,Nazareno Malegarie,win,loss,Decision,Unanimous,3,05:00
BFC - Bellator Fighting Championships 46,Bellator MMA,"Jun 25, 2011","Seminole Hard Rock Hotel and Casino, Hollywood, Florida, United States",6,Nazareno Malegarie,Jacob Devree,win,loss,Submission,Guillotine Choke,3,01:25
BFC - Bellator Fighting Championships 40,Bellator MMA,"Apr 9, 2011","First Council Casino, Newkirk, Oklahoma, United States",6,Ben Askren,Nick Thompson,win,loss,Decision,Unanimous,3,05:00
BFC - Bellator Fighting Championships 37,Bellator MMA,"Mar 19, 2011","Lucky Star Casino, Concho, Oklahoma, United States",4,Daniel Straus,Nazareno Malegarie,win,loss,Decision,Unanimous,3,05:00
BFC - Bellator Fighting Championships 34,Bellator MMA,"Oct 28, 2010","Seminole Hard Rock Hotel and Casino, Hollywood, Florida, United States",4,Zoila Frausto,Megumi Fujii,win,loss,Decision,Split,5,05:00
BFC - Bellator Fighting Championships 33,Bellator MMA,"Oct 21, 2010","Liacouras Center, Philadelphia, Pennsylvania, United States",5,Ben Askren,Lyman Good,win,loss,Decision,Unanimous,5,05:00
BFC - Bellator Fighting Championships 31,Bellator MMA,"Sep 30, 2010","L’Auberge du Lac Casino and Resort, Lake Charles, Louisiana, United States",5,Megumi Fujii,Lisa Ellis,win,loss,Submission,Armbar,1,01:39
BFC - Bellator Fighting Championships 24,Bellator MMA,"Aug 12, 2010","Seminole Hard Rock Hotel and Casino, Hollywood, Florida, United States",3,Megumi Fujii,Carla Esparza,win,loss,Submission,Armbar,2,00:57
BFC - Bellator Fighting Championships 22,Bellator MMA,"Jun 17, 2010","Kansas City Power and Light District, Kansas City, Missouri, United States",5,Ben Askren,Dan Hornbuckle,win,loss,Decision,Unanimous,3,05:00
BFC - Bellator Fighting Championships 21,Bellator MMA,"Jun 10, 2010","Seminole Hard Rock Hotel and Casino, Hollywood, Florida, United States",4,Megumi Fujii,Sarah Schneider,win,loss,TKO,Punches,3,01:58
BFC - Bellator Fighting Championships 19,Bellator MMA,"May 20, 2010","Verizon Theatre, Grand Prairie, Texas, United States",5,Ben Askren,Ryan Thomas,win,loss,Decision,Unanimous,3,05:00
BFC - Bellator Fighting Championships 14,Bellator MMA,"Apr 15, 2010","Chicago Theatre, Chicago, Illinois, United States",4,Ben Askren,Ryan Thomas,win,loss,Technical Submission,Guillotine Choke,1,02:40
One Championship - One on TNT 4,One Championship,"Apr 28, 2021","Singapore Indoor Stadium, Singapore",5,Reinier de Ridder,Aung La N Sang,win,loss,Decision,Unanimous,5,5:00
One Championship - One on TNT 4,One Championship,"Apr 28, 2021","Singapore Indoor Stadium, Singapore",2,Shinya Aoki,Eduard Folayang,win,loss,Submission,Armbar,1,04:20
One Championship - One on TNT 1,One Championship,"Apr 7, 2021","Singapore Indoor Stadium, Singapore",4,Adriano Moraes,Demetrious Johnson,win,loss,KO,Knee,2,2:24
One Championship - Fists of Fury 2,One Championship,"Mar 5, 2021","Singapore Indoor Stadium, Singapore",4,Anatoliy Malykhin,Alexandre Machado,win,loss,TKO,Submission to Punches,1,03:28
One Championship - Unbreakable,One Championship,"Jan 22, 2021","Singapore Indoor Stadium, Singapore",4,Shinya Aoki,James Nakashima,win,loss,Submission,Rear-Naked Choke,1,2:42
One Championship - Collision Course 2,One Championship,"Dec 18, 2020","Singapore Indoor Stadium, Singapore",4,Kairat Akhmetov,Dae Hwan Kim,win,loss,Decision,Unanimous,3,5:00
One Championship - Collision Course,One Championship,"Dec 18, 2020","Singapore Indoor Stadium, Kallang, Singapore",4,Marat Gafurov,Lowen Tynanes,win,loss,Decision,Split,3,5:00
One Championship - Inside the Matrix 2,One Championship,"Oct 30, 2020","Singapore Indoor Stadium, Singapore",5,Kiamrian Abbasov,James Nakashima,win,loss,TKO,Punches,4,3:27
One Championship - Inside the Matrix,One Championship,"Oct 30, 2020","Singapore Indoor Stadium, Singapore",6,Reinier de Ridder,Aung La N Sang,win,loss,Submission,Rear-Naked Choke,1,3:26
